Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
KAMAREDDY,BANSWADA,PITLAM,PITLAM,PITLAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,486,50.0
KAMAREDDY,KAMAREDDY,DOMAKONDA,BHIKNOOR(NORTH),BASWAPOOR,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,3252,104.0
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 2,J CIRCLE,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,362,50.0
KHAMMAM,SATHUPALLY,PENUBALLY,PENUBALLY,THUMMALA PALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),NAKKALAGUTTA,BALASAMUDRAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,55.0
NIRMAL,BHAINSA,BHAINSA,BHAINSA - TOWN,NIRMAL ROAD AREA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,20,50.0
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,JAIPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,394,80.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,GUDIPET,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,0,100.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANCHERIAL - RURAL,NASPOOR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,6,50.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANCHERIAL - RURAL,TEAGALPAHAD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,681,50.0
NIRMAL,BHAINSA,BASAR,BASAR,BASAR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,110,0.054
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (TOWN),NON SLB,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,564,30.0
MAHABUBABAD,THORRUR,THORRUR,THORRUR(T),DUBBA THANDA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
MANCHERIAL,MANCHERIAL,CHENNUR,BHEEMARAM,BHEEMARAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,46,0.054
MANCHERIAL,MANCHERIAL,CHENNUR,CHENNUR,BHEEMRAOPET,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
WARANGAL,WARANGAL,WARANGAL,STATION ROAD,STATION ROAD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,53.0
