Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YELLANDU TOWN,YELLANDU,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,887,25.0
HANUMAKONDA,HANAMKONDA/RURAL,HASANPARTHY,HASANPARTHY,YELLAPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,396,30.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,ASWAPURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,171,30.0
HANUMAKONDA,HANAMKONDA/RURAL,KAMALAPUR,ELKATHURTHY,ELKATHURTHY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,178,30.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BCM-TOWN,BHADRACHALAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1387,30.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,LAKSHMIPURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,299,30.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,N.V.PURAM,N V PURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,12,30.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA TOWN-2,PALONCHA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1575,30.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,TEKULA PALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,52,30.0
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,MUSTYALAPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,30.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,OGLAPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,521,30.0
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),BURUGUDA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,0,0,50.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,ORUGONDA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
JAGITYAL,JAGITYAL,DHARMAPURI,DHARMAPURI,DHARMAPURI,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
JAGITYAL,JAGITYAL,DHARMAPURI,NERELLA,RAYAPATNAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
JAGITYAL,JAGITYAL,Jagitial Town,CHELGAL,DHAROOR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,POLASA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,55,50.0
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),MACHILIBAZAR,RANGAMPET,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,1,106.0
JANGAON,GHANPUR,GHANPUR,GHANPUR (TOWN),GHANPUR (T) (H),9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,NEDIGONDA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,0,0,0.05
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,RAGHUNATHAPALLY (H),9,ELECTRIC VEHICLE CHARGING STATIONS,1,0,0,50.0
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),NAKKALAGUTTA,BALASAMUDRAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,520,55.0
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,BONDIVAGU,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1932,30.0
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,HUNTER ROAD,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,7695,80.0
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,SHAYAMPET,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,884,53.0
KAMAREDDY,BANSWADA,BANSWADA,BANSWADA,BANSWADA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,814,30.0
HANUMAKONDA,HANAMKONDA/TOWN,KAZIPET,KAZIPET,KAZIPET MAIN ROAD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,53.0
HANUMAKONDA,HANAMKONDA/TOWN,KAZIPET,MADIKONDA,MADIKONDA,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,0,100.0
KAMAREDDY,BANSWADA,BANSWADA,BIRKUR,BIRKUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,95,30.0
HANUMAKONDA,HANAMKONDA/TOWN,KAZIPET,NIT,DARGA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,53.0
HANUMAKONDA,HANAMKONDA/TOWN,KAZIPET,NIT,TEACHERS COLONY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,2064,30.0
JANGAON,JANGAON,JANGAON,BACHANNAPET,BACHANNAPET (HQ),9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,123,1.5
HANUMAKONDA,HANAMKONDA/TOWN,NAYEEMNAGAR,YADAVA NAGAR,PEDDAMMAGADDA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1515,30.0
NIRMAL,BHAINSA,BHAINSA,BHAINSA - TOWN,NIRMAL ROAD AREA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,26,50.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,SADASIVANAGAR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 8,HOUSING BOARD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,JAIPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,1613,80.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,YELLAREDDY (A),9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,46,50.0
KARIMNAGAR,KARIMNAGAR RURAL,ALUGUNOOR,ALUGUNUR,ALGUNUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,14,50.0
KARIMNAGAR,KARIMNAGAR RURAL,ALUGUNOOR,CHENJARLA,GATTEPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,NUTSULAPOOR,NUSTULAPOOR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,15.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,GUDIPET,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,0,100.0
KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY(R),PATHARAJAMPET,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1349,45.0
KAMAREDDY,BANSWADA,PITLAM,PITLAM,PITLAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,546,50.0
KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY(R),TEKRIYAL,9,ELECTRIC VEHICLE CHARGING STATIONS,1,0,0,25.0
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 2,J CIRCLE,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
KHAMMAM,SATHUPALLY,PENUBALLY,PENUBALLY,THUMMALA PALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
KAMAREDDY,KAMAREDDY,DOMAKONDA,BHIKNOOR(NORTH),BASWAPOOR,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,3093,104.0
KARIMNAGAR,HUZURABAD,HUZURABAD,HUZURABAD TOWN,RTC DEPO ,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,950,20.0
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,WADDIARAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,324,25.0
KHAMMAM,KHAMMAM,KHAMMAM(T),KHAMMAM TOWN-2,ZONE (7)  KHAMMAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,3722,30.0
KHAMMAM,KHAMMAM,PEDDA GOPATHI,PEDDA GOPATHI,THANIKELLA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANCHERIAL - RURAL,NASPOOR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,23,50.0
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,CHOPPADANDI,CHOPPADANDI,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
KHAMMAM,SATHUPALLY,SATHUPALLY,SATHUPALLY,KISTARAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,382,30.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANCHERIAL - RURAL,TEAGALPAHAD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 7,NON SLAB,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
KHAMMAM,SATHUPALLY,SATHUPALLY,SATHUPALLY,SATHUPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,5,50.0
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (TOWN),NON SLB,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,523,30.0
NIRMAL,BHAINSA,BASAR,BASAR,BASAR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,70,0.054
