Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
KHAMMAM,KHAMMAM,RAGUNADAPALEM,MANCHUKONDA,MANCHUKONDA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,30.0
KHAMMAM,SATHUPALLY,THALLADA,THALLADA,NARAYANAPURAM-B,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,60.0
KARIMNAGAR,KARIMNAGAR,Karimnagar Rural,MUQUDUMPUR,MOQDUMPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1841,50.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,KALWARAL,9,ELECTRIC VEHICLE CHARGING STATIONS,3,3,4256,220.0
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 1,DOCTOR STREET,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,54.0
JAGITYAL,JAGITYAL,Jagitial Town,CHELGAL,DHAROOR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,4442,50.0
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,KOMALLA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,0,0,120.0
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,NEDIGONDA,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,102,110.0
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,RAGHUNATHAPALLY (H),9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1608,50.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,SADASIVANAGAR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,631,50.0
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,YEDULAPURAM,CHINA VENKATAGIRI,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,10043,60.0
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,YEDULAPURAM,GURRALAPADU,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,6253,50.0
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,YEDULAPURAM,MADDULAPALLI,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,17696,120.0
JAGITYAL,JAGITYAL,Jagitial Town,CHELGAL,HASNABAD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,101,120.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,YELLAREDDY (A),9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1293,50.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,VELPUGONDA,PALVANCHA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,18,54.0
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 3,VAVILALA PALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,378,54.0
KAMAREDDY,BANSWADA,BANSWADA,BANSWADA,BANSWADA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,30.0
KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY TOWN-I,A5,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,56.0
KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY TOWN-II,A2,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,54.0
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 8,HOUSING BOARD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,5837,63.0
KARIMNAGAR,KARIMNAGAR RURAL,ALUGUNOOR,ALUGUNUR,ALGUNUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,4977,50.0
KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY TOWN-III,DEVANPALLY (A),9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,30.0
KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY TOWN-III,KAMAREDDY TOWN II,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,0,84.0
KARIMNAGAR,KARIMNAGAR RURAL,ALUGUNOOR,ALUGUNUR,THIMMAPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,33,50.0
KARIMNAGAR,KARIMNAGAR RURAL,ALUGUNOOR,CHENJARLA,CHENJERLA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,225,120.0
KARIMNAGAR,KARIMNAGAR RURAL,ALUGUNOOR,CHENJARLA,GATTEPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,561,50.0
KHAMMAM,SATHUPALLY,PENUBALLY,PENUBALLY,THUMMALA PALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1513,50.0
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,POLASA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
KAMAREDDY,BANSWADA,BANSWADA,BIRKUR,BIRKUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,2,30.0
