Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,JAKRANPALLY,ARGUL,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,7707,50.0
NIZAMABAD,BODHAN,RUDRUR,VARNI,SN PURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,540,30.0
WARANGAL,WARANGAL,WARANGAL,STATION ROAD,STATION ROAD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,6,53.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL-TOWN3,DIVYA NAGAR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1598,45.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,KALLUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,120.0
NIRMAL,NIRMAL,NIRMAL,SOAN,KADTHAL,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,64,120.0
NIZAMABAD,ARMOOR,MORTHAD,KAMMARPALLY,KAMMARPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,515,100.0
NIZAMABAD,NIZAMABAD,NIZAMABAD TOWN 2,DISTRIBUTION-V,GOPANPALLI,9,ELECTRIC VEHICLE CHARGING STATIONS,1,0,0,56.0
NIZAMABAD,NIZAMABAD,NIZAMABAD TOWN 2,SHUBASHNAGAR,N10,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,511,50.0
NIRMAL,NIRMAL,NIRMAL,SOAN,SOAN,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,2568,50.0
NIZAMABAD,ARMOOR,MORTHAD,MORTHAD,DONKAL,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
NIZAMABAD,ARMOOR,MORTHAD,MORTHAD,MORTHAD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
NIZAMABAD,NIZAMABAD,NIZAMABAD TOWN 3,BOURGAON,BORGAON (P),9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,2134,165.0
PEDDAPALLY,MANTHANI,RAMAGUNDAM,RAMAGUNDAM,MOGALPAHAD,9,ELECTRIC VEHICLE CHARGING STATIONS,4,4,1909,190.0
PEDDAPALLY,PEDDAPALLY,DHARMARAM,DHARMARAM,KATIKANAPALLY  (REC)          ,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,41,56.0
NIRMAL,NIRMAL,NIRMAL RURAL,DILWARPUR,NARSAPUR (G),9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,58,50.0
NIZAMABAD,DICHPALLY,DICHPALLY,DHARPALLY,DHARPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,54.0
WARANGAL,RURAL WARANGAL,WARDHANNAPET,RAYAPARTHI,RAYAPARTHI,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,24,50.0
NIZAMABAD,ARMOOR,PERKIT,MUPKAL,MUPKAL,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,2857,50.0
PEDDAPALLY,MANTHANI,GODAVARIKHANI,MARKANDEYA COLONY,MARKANDEYA COLONY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,30.0
PEDDAPALLY,PEDDAPALLY,SULTHANABAD,SULTHANABAD,POOSALA       ,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1777,50.0
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,DICHPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,566,30.0
PEDDAPALLY,PEDDAPALLY,SULTHANABAD,SULTHANABAD,SULTANABAD    ,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,56.0
NIZAMABAD,ARMOOR,PERKIT,PERKIT,PERKIT,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,9303,100.0
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-I,ACHANPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,54.0
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-I,BHEEMUNIGUTTA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,30.0
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-I,GOSHALA AND MARKET ROAD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,54.0
NIRMAL,NIRMAL,NIRMAL RURAL,NIRMAL - RURAL,YELLAPALLI,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,2122,54.0
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-II,AZAM GUNJ,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,54.0
NIZAMABAD,DICHPALLY,DICHPALLY,INDALWAI,CHANDRAYANPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,117,50.0
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-II,OLD BODHAN,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,56.0
NIZAMABAD,DICHPALLY,DICHPALLY,INDALWAI,THIRUMANPALLY - (I),9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,56.0
