Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
MANCHERIAL,MANCHERIAL,CHENNUR,BHEEMARAM,BHEEMARAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,28,54.0
MULUGU,MULUGU,MULUGU,MALLAMPALLY,MALLAMPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,129,120.0
KHAMMAM,SATHUPALLY,SATHUPALLY,SATHUPALLY,KISTARAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,433,30.0
KHAMMAM,MADHIRA,MADHIRA,MADHIRA,MADHIRA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,30.0
KHAMMAM,SATHUPALLY,SATHUPALLY,SATHUPALLY,SATHUPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
MANCHERIAL,MANCHERIAL,CHENNUR,CHENNUR,BHEEMRAOPET,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
MANCHERIAL,MANCHERIAL,CHENNUR,CHENNUR,CHENNUR,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,5,84.0
MULUGU,MULUGU,MULUGU,MULUGU,MULUGU,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,211,120.0
NIZAMABAD,DICHPALLY,DICHPALLY,INDALWAI,THIRUMANPALLY - (I),9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,56.0
NIZAMABAD,NIZAMABAD,NANDIPET,NANDIPET,NANDIPET,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,54.0
PEDDAPALLY,MANTHANI,Manthani,MANTHANI TOWN,MANTHANI,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,2,30.0
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,JANNEPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,54.0
