Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),NAKKALAGUTTA,BALASAMUDRAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,897,55.0
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),NAKKALAGUTTA,NAKKALAGUTTA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,107,79.0
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,POLASA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
KAMAREDDY,BANSWADA,BANSWADA,BIRKUR,BIRKUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,30.0
KAMAREDDY,BANSWADA,PITLAM,PITLAM,PITLAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,3385,50.0
KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY(R),PATHARAJAMPET,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,465,45.0
KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY(R),TEKRIYAL,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,25.0
KHAMMAM,SATHUPALLY,SATHUPALLY,SATHUPALLY,KISTARAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,238,30.0
KHAMMAM,SATHUPALLY,SATHUPALLY,SATHUPALLY,SATHUPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
HANUMAKONDA,HANAMKONDA/RURAL,KAMALAPUR,ELKATHURTHY,PENCHIKALPET,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,97,120.0
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,BONDIVAGU,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1519,30.0
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,HUNTER ROAD,9,ELECTRIC VEHICLE CHARGING STATIONS,3,3,10320,136.0
JAGITYAL,METPALLY,METPALLY,METPALLY TOWN 2,METPALLY TOWN 2,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
JANGAON,JANGAON,JANGAON,BACHANNAPET,BACHANNAPET (HQ),9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,106,2.5
KAMAREDDY,KAMAREDDY,DOMAKONDA,BHIKNOOR(NORTH),ANTHAMPALLI,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,593,54.0
KAMAREDDY,KAMAREDDY,DOMAKONDA,BHIKNOOR(NORTH),BASWAPOOR,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,7164,104.0
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 2,J CIRCLE,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
KHAMMAM,MADHIRA,MADHIRA,MADHIRA,MADHIRA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,30.0
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,SHAYAMPET,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,802,53.0
JANGAON,GHANPUR,GHANPUR,GHANPUR (TOWN),GHANPUR (T) (H),9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,3302,50.0
JANGAON,GHANPUR,GHANPUR,RAJAVARAM,CHINNAPENDIAL,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,50.0
KAMAREDDY,KAMAREDDY,DOMAKONDA,BHIKNOOR(SOUTH),BHIKNOOR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,28,120.0
KARIMNAGAR,HUZURABAD,HUZURABAD,HUZURABAD TOWN,RTC DEPO ,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,817,20.0
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,WADDIARAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,2,25.0
KHAMMAM,KHAMMAM,KHAMMAM(T),KHAMMAM TOWN-2,ZONE (7)  KHAMMAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,2717,30.0
HANUMAKONDA,HANAMKONDA/TOWN,KAZIPET,KAZIPET,KAZIPET MAIN ROAD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1,53.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YELLANDU TOWN,YELLANDU,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,921,28.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BCM-TOWN,BHADRACHALAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,109,30.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,ASWAPURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,109,30.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,CHANDRUGONDA,AYYANNA PALEM-CG,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,30.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,LAKSHMIPURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1276,30.0
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,ASWARAOPET,PERAIGUDEM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,120.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA TOWN-2,PALONCHA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,3075,30.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,PULLURI RAMAIAHPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1,120.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,TEKULA PALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1,30.0
WARANGAL,WARANGAL,MULUGU ROAD,POCHAMMA MAIDAN,POCHAMMAMAIDAN,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,1275,86.0
WARANGAL,WARANGAL,SHAMBUNIPET,KARIMABAD,B.R.NAGAR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,2,56.0
WARANGAL,WARANGAL,SHAMBUNIPET,MAMNOOR,THIMAPOOR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1986,50.0
WARANGAL,WARANGAL,WARANGAL,A.J.MILLS,KASIBUGGA-II,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,53.0
RAJANNA SIRICILLA,VEMULAWADA,VEMULAWADA,VEMULAWADA TOWN,THIPPAPOOR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1182,30.0
WARANGAL,WARANGAL,WARANGAL,STATION ROAD,STATION ROAD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,8,53.0
PEDDAPALLY,PEDDAPALLY,SULTHANABAD,SULTHANABAD,POOSALA       ,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1896,50.0
PEDDAPALLY,PEDDAPALLY,SULTHANABAD,SULTHANABAD,SULTANABAD    ,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,11,56.0
WARANGAL,RURAL WARANGAL,WARDHANNAPET,RAYAPARTHI,RAYAPARTHI,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,501,50.0
RAJANNA SIRICILLA,VEMULAWADA,VEMULAWADA URBAN,VEMULAWADA URBAN,THETTUKUNTA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1405,50.0
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-I,ACHANPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,54.0
NIZAMABAD,BODHAN,BODHAN,BODHAN TOWN-I,BHEEMUNIGUTTA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,30.0
